"";"X.3";"X.2";"X.1";"X";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"wiki";"keywords";"keywords_wiki";"keywords_wiki_dbpedia"
"7049";7049;7049;7049;7049;52357736900011;"HAPPY PEOPLE 31";1;12,1428571428571;"";"";NA;"";""
"7050";7050;7050;7050;7050;52365658500032;"SOBI GRAPHIE";1;4,42857142857143;"";"";NA;"";""
"7051";7051;7051;7051;7051;52370536600020;"LES RESIDENCES SENIORIALES DE JUVIGNAC";1;8,57142857142857;"";"";NA;"";""
"7052";7052;7052;7052;7052;52370731300012;"ASSOCIATION PEPS AUDE";1;0,571428571428571;"";"";NA;"";""
"7053";7053;7053;7053;7053;52373789800016;"SYSTRAD";1;17,5714285714286;"";"";NA;"";""
"7054";7054;7054;7054;7054;52374754100010;"L'IMAGINEE";1;0,285714285714286;"";"";NA;"";""
"7055";7055;7055;7055;7055;52392646700045;"DWARF LABS";1;24,5714285714286;"";"";NA;"";""
"7056";7056;7056;7056;7056;52395483200029;"UNION SPORTIVE CARCASSONNAISE (USC)";1;4,42857142857143;"";"";NA;"";""
"7057";7057;7057;7057;7057;52404007800015;"LES CHEMINS DE LA VOIX";1;2,85714285714286;"";"";NA;"";""
"7058";7058;7058;7058;7058;52404505100025;"INSTITUT CONFUCIUS";1;6,28571428571429;"";"";NA;"";""
"7059";7059;7059;7059;7059;52407618900025;"TU NOUS ZA PAS VUS PRODUCTIONS";1;10,4285714285714;"";"";NA;"";""
"7060";7060;7060;7060;7060;52409370500035;"BARCELONA & CO";1;2,57142857142857;"";"";NA;"";""
"7061";7061;7061;7061;7061;52414091000026;"SOLIDARITE MAYOTTE";1;18,5714285714286;"";"";NA;"";""
"7062";7062;7062;7062;7062;52417233500027;"HENRI 8";1;9,42857142857143;"";"";NA;"";""
"7063";7063;7063;7063;7063;52420004500010;"EHPAD ENCLOS SAINT CESAIRE";1;25,5714285714286;"";"";NA;"";""
"7064";7064;7064;7064;7064;52425701100048;"THE GAME BAKERS";1;20,5714285714286;"";"";NA;"";""
"7065";7065;7065;7065;7065;52426630100018;"ADOMICIA";1;14,5714285714286;"";"";NA;"";""
"7066";7066;7066;7066;7066;52429018600013;"LE CHIEN AU CROISEMENT";1;7,85714285714286;"";"";NA;"";""
"7067";7067;7067;7067;7067;52430905100026;"DAVRON TRANSLATIONS";1;13,1428571428571;"";"";NA;"";""
"7068";7068;7068;7068;7068;52431208900054;"INTER-MEDIA LANGUES CARAIBES";1;8,71428571428571;"";"";NA;"";""
"7069";7069;7069;7069;7069;52431346700036;"TP-LINK FRANCE SARL";1;26,1428571428571;"";"";NA;"";""
"7070";7070;7070;7070;7070;52431413500020;"ASSOCIATION LES LIEUX DU LIEN";1;21;"";"";NA;"";""
"7071";7071;7071;7071;7071;52435199600029;"TETRACCORD";1;2,85714285714286;"";"";NA;"";""
"7072";7072;7072;7072;7072;52442717600028;"TOUCHMODS";1;7,57142857142857;"";"";NA;"";""
"7073";7073;7073;7073;7073;52450948600055;"EUROFINS NDSC ENVIRONNEMENT FRANCE";1;26,5714285714286;"";"";NA;"";""
"7074";7074;7074;7074;7074;52468413100013;"M'GRAPHE CREATION";1;0,571428571428571;"";"";NA;"";""
"7075";7075;7075;7075;7075;52477923800012;"RESSOURCES HUMAINES SANS FRONTIERES";1;8,42857142857143;"";"";NA;"";""
"7076";7076;7076;7076;7076;52479931900016;"LIGAMEN";1;0,428571428571429;"";"";NA;"";""
"7077";7077;7077;7077;7077;52482100600029;"ENJOY ENGLISH";1;6,71428571428571;"";"";NA;"";""
"7078";7078;7078;7078;7078;52487148000017;"BANQUE INDUSTRIELLE ET COMMERCIALE DE CHINE";1;17,2857142857143;"";"";NA;"";""
"7079";7079;7079;7079;7079;52487148000025;"ICBC";1;26;"";"";NA;"";""
"7080";7080;7080;7080;7080;52487601800010;"UNION REGIONALE DES SCOP LR";1;35,5714285714286;"";"";NA;"";""
"7081";7081;7081;7081;7081;52494892400047;"DAYUSE";1;21,4285714285714;"";"";NA;"";""
"7082";7082;7082;7082;7082;52495744600023;"GYOWTH";1;8,57142857142857;"";"";NA;"";""
"7083";7083;7083;7083;7083;52496461600014;"EFPP PACA";1;16,5714285714286;"";"";NA;"";""
"7084";7084;7084;7084;7084;52502735500011;"CYRILLE BONNET";1;21,5714285714286;"";"";NA;"";""
"7085";7085;7085;7085;7085;52507409200020;"PRADEO SECURITY SYSTEMS";1;25,5714285714286;"";"";NA;"";""
"7086";7086;7086;7086;7086;52507535400015;"RESEAU PERINATAL DE MAYOTTE";1;23,5714285714286;"";"";NA;"";""
"7087";7087;7087;7087;7087;52509867900026;"ATELIER D'ECRITURE DES HISTOIRES FILANTES";1;3,42857142857143;"";"";NA;"";""
"7088";7088;7088;7088;7088;52511943400021;"INSTITUT MEDITERRANEEN D’ETUDE  D’INGENIERIE ET DE FORMATION";1;32,5714285714286;"";"";NA;"";""
"7089";7089;7089;7089;7089;52513159500015;"REDIABYLANG";1;11,2857142857143;"";"";NA;"";""
"7090";7090;7090;7090;7090;52513269200027;"LE GITE DE L'ANCIEN CARMEL";1;4,85714285714286;"";"";NA;"";""
"7091";7091;7091;7091;7091;52529350200015;"SARL CJ EXPLOITATION 1";1;3,14285714285714;"";"";NA;"";""
"7092";7092;7092;7092;7092;52531120500013;"ASSOCIATION ""LA CABINET DES AMATEURS DE DESSINS DE L'ECOLE DES BEAUX-ARTS""";1;13,4285714285714;"";"";NA;"";""
"7093";7093;7093;7093;7093;52540719300016;"LUDIVINE CREPIN";1;8,71428571428571;"";"";NA;"";""
"7094";7094;7094;7094;7094;52755172500023;"GUMGUTS";1;0,428571428571429;"";"";NA;"";""
"7095";7095;7095;7095;7095;52758323100024;"ASSOCIATION PIC'ASSIETTE";1;4,85714285714286;"";"";NA;"";""
"7096";7096;7096;7096;7096;52762066000011;"MARCEL LEMAIRE";1;17,2857142857143;"";"";NA;"";""
"7097";7097;7097;7097;7097;52769993800017;"SOLEASOFT";1;5,57142857142857;"";"";NA;"";""
"7098";7098;7098;7098;7098;52772416500024;"LES BUS DU CONSEIL GENERAL";1;21,5714285714286;"";"";NA;"";""
"7099";7099;7099;7099;7099;52772685500028;"FLORENT LEGAONACH, PSYCHOTHERAPEUTE";1;0,285714285714286;"";"";NA;"";""
"7100";7100;7100;7100;7100;52773378600018;"ESPACE O25RJJ";1;1;"";"";NA;"";""
"7101";7101;7101;7101;7101;52791576300017;"AQUANATURE";1;25,7142857142857;"";"";NA;"";""
"7102";7102;7102;7102;7102;52792555600013;"STUDEA";1;321,714285714286;"";"";NA;"";""
"7103";7103;7103;7103;7103;52796464700012;"SARL HOTEL'O";1;27,4285714285714;"";"";NA;"";""
"7104";7104;7104;7104;7104;52814342300044;"ICE-WATCH";1;8,57142857142857;"";"";NA;"";""
"7105";7105;7105;7105;7105;52820375500046;"LA RUCHE AGATHOISE";1;13;"";"";NA;"";""
"7106";7106;7106;7106;7106;52822246600013;"ASSOCIATION L'ILE AUX ENFANTS";1;0,571428571428571;"";"";NA;"";""
"7107";7107;7107;7107;7107;52832625900017;"LET'S COMM TO THE WORLD";1;20,5714285714286;"";"";NA;"";""
"7108";7108;7108;7108;7108;52833053300019;"FRANCE SAUVETAGE VAUCLUSE";1;5,85714285714286;"";"";NA;"";""
"7109";7109;7109;7109;7109;52834204100019;"ECOLE PRIMAIRE";1;1,42857142857143;"";"";NA;"";""
"7110";7110;7110;7110;7110;52857022900609;"LES PETITS CHAPERONS ROUGES ELLIPSE GRABELS";1;13,2857142857143;"";"";NA;"";""
"7111";7111;7111;7111;7111;52857022900633;"LES PETITS CHAPERONS ROUGES";1;0,571428571428571;"";"";NA;"";""
"7112";7112;7112;7112;7112;52867798200027;"MES TRAVELS";1;9,14285714285714;"";"";NA;"";""
"7113";7113;7113;7113;7113;52876459000022;"LA BAULE'LANGUES";1;13,1428571428571;"";"";NA;"";""
"7114";7114;7114;7114;7114;52881056700016;"FINISTERE TOURISME AGENCE DE DEVELOPPEMENT TOURISTIQUE";1;12,7142857142857;"";"";NA;"";""
"7115";7115;7115;7115;7115;52883052400013;"NOUS MEME PROD";1;2;"";"";NA;"";""
"7116";7116;7116;7116;7116;52890728000028;"IPRAD GROUP";1;19,5714285714286;"";"";NA;"";""
"7117";7117;7117;7117;7117;52891546500033;"SAS FREENESS";1;3,57142857142857;"";"";NA;"";""
"7118";7118;7118;7118;7118;52895529700015;"ASSOCIATION LEGIO 6 VICTRIX";1;0,285714285714286;"";"";NA;"";""
"7119";7119;7119;7119;7119;52900949000036;"CMPA- CATTP VAUVERT";1;2;"";"";NA;"";""
"7120";7120;7120;7120;7120;52907966700059;"PRIVATE SPORT SHOP";1;25,5714285714286;"";"";NA;"";""
"7121";7121;7121;7121;7121;52909798200019;"MAILHAC JEAN PIERRE";1;4,14285714285714;"";"";NA;"";""
"7122";7122;7122;7122;7122;52910937300033;"PLATEFORM 88";1;7,57142857142857;"";"";NA;"";""
"7123";7123;7123;7123;7123;52913891900020;"CORBERA 10";1;0,571428571428571;"";"";NA;"";""
"7124";7124;7124;7124;7124;52914917100017;"ECOASIS";1;22,1428571428571;"";"";NA;"";""
"7125";7125;7125;7125;7125;52917537400030;"GROUPE H3O";1;24,1428571428571;"";"";NA;"";""
"7126";7126;7126;7126;7126;52919046400030;"MS SECURITE";1;4,57142857142857;"";"";NA;"";""
"7127";7127;7127;7127;7127;52919479700013;"RMC DECOUVERTE";1;8,71428571428571;"";"";NA;"";""
"7128";7128;7128;7128;7128;52922287900015;"ALTRAD INVESMENT AUTHORITY";1;8,42857142857143;"";"";NA;"";""
"7129";7129;7129;7129;7129;52923857800064;"VILLA DE FALICON";1;1,42857142857143;"";"";NA;"";""
"7130";7130;7130;7130;7130;52929631100044;"CLINIQUE DES TROIS LUCS";1;9,14285714285714;"";"";NA;"";""
"7131";7131;7131;7131;7131;52930005500173;"LES BELLES ANNEES";1;12,5714285714286;"";"";NA;"";""
"7132";7132;7132;7132;7132;52936807800018;"CITADELLE-PATRIMOINE MONDIAL (MUSEE COMTOIS)";1;25,8571428571429;"";"";NA;"";""
"7133";7133;7133;7133;7133;52942820300028;"NAADAM NATURE";1;26,5714285714286;"";"";NA;"";""
"7134";7134;7134;7134;7134;52949666300020;"FOODISTA";1;13,2857142857143;"";"";NA;"";""
"7135";7135;7135;7135;7135;52954586500022;"SALES IN MOTION";1;17,2857142857143;"";"";NA;"";""
"7136";7136;7136;7136;7136;52962632700017;"LES AMIS DU BREVIAIRE D'AMOUR";1;9,28571428571429;"";"";NA;"";""
"7137";7137;7137;7137;7137;52971380200013;"PIERRE D'AVENIR";1;4,28571428571429;"";"";NA;"";""
"7138";7138;7138;7138;7138;52971592200025;"INSTITUT FRANCAIS D'ARGENTINE";1;26,1428571428571;"";"";NA;"";""
"7139";7139;7139;7139;7139;52973197800035;"E-FRANCE";1;6,57142857142857;"";"";NA;"";""
"7140";7140;7140;7140;7140;52975903700011;"PIENA FRANCE";1;4,28571428571429;"";"";NA;"";""
"7141";7141;7141;7141;7141;52977802900015;"L'OPTICIEN PROFESSIONNEL";1;6;"";"";NA;"";""
"7142";7142;7142;7142;7142;52977839100027;"THEATRE DES VENTS";1;4;"";"";NA;"";""
"7143";7143;7143;7143;7143;52978114800018;"GIALLO QUEENS";1;0,571428571428571;"";"";NA;"";""
"7144";7144;7144;7144;7144;52979030500021;"SUR UN ARBRE PERCHE";1;26;"";"";NA;"";""
"7145";7145;7145;7145;7145;52979964500039;"STEFANI ERICA - AUTO-ENTREPRENEUR";1;6,42857142857143;"";"";NA;"";""
"7146";7146;7146;7146;7146;52992415100028;"CMP MOVIES";1;4,71428571428571;"";"";NA;"";""
"7147";7147;7147;7147;7147;52994419100020;"MAISON DE LA RADIO ET LA TELEVISION";1;0,857142857142857;"";"";NA;"";""
"7148";7148;7148;7148;7148;53000878800024;"ELEPHANT ADVENTURES";1;0,571428571428571;"";"";NA;"";""
"7149";7149;7149;7149;7149;53004459300016;"SENEIS INFORMATIQUE";1;2;"";"";NA;"";""
"7150";7150;7150;7150;7150;53008151200010;"INSTITUT LYONNAIS";1;3,57142857142857;"";"";NA;"";""
"7151";7151;7151;7151;7151;53010200050925;"ZHU WAN LAI SOCIETE A RESPONSABILITE LIMITEE DES AFFAIRES";1;5;"";"";NA;"";""
"7152";7152;7152;7152;7152;53012645700015;"LES DISCOBOLS DE NIMES";1;20,4285714285714;"";"";NA;"";""
"7153";7153;7153;7153;7153;53029713400047;"SAS CENTRE FRANCE EVENEMENTS";1;6,57142857142857;"";"";NA;"";""
"7154";7154;7154;7154;7154;53034274000269;"IME";1;4,57142857142857;"";"";NA;"";""
"7155";7155;7155;7155;7155;53036208600023;"PSYCHOLOGUE";1;24,2857142857143;"";"";NA;"";""
"7156";7156;7156;7156;7156;53039071500023;"YTO FRANCE SAS";1;18,8571428571429;"";"";NA;"";""
"7157";7157;7157;7157;7157;53039497200026;"ACTIVE FRANCE ADVENTURES";1;26,1428571428571;"";"";NA;"";""
"7158";7158;7158;7158;7158;53039817100021;"LRAD";1;12,8571428571429;"";"";NA;"";""
"7159";7159;7159;7159;7159;53039946800020;"PHARMACIE LES EAUX VIVES";1;3,57142857142857;"";"";NA;"";""
"7160";7160;7160;7160;7160;53040699000024;"ENTRE AUTRE";1;8,57142857142857;"";"";NA;"";""
"7161";7161;7161;7161;7161;53041473900017;"ARCO IRIS";1;6,42857142857143;"";"";NA;"";""
"7162";7162;7162;7162;7162;53043499200018;"DOMAINE OLIVIER PITHON";1;8,28571428571429;"";"";NA;"";""
"7163";7163;7163;7163;7163;53044752300016;"CRF SAINT VINCENT DE PAUL";1;6,57142857142857;"";"";NA;"";""
"7164";7164;7164;7164;7164;53048072200012;"AQUASURF PARK";1;27;"";"";NA;"";""
"7165";7165;7165;7165;7165;53054309900028;"SARL INTER ASSISTANCE";1;6,57142857142857;"";"";NA;"";""
"7166";7166;7166;7166;7166;53058025700034;"MAISON D'ACCUEIL LES HIRONDELLES";1;1,28571428571429;"";"";NA;"";""
"7167";7167;7167;7167;7167;53061508700018;"TD MONTPELLIER";1;1,14285714285714;"";"";NA;"";""
"7168";7168;7168;7168;7168;53067208800024;"EDITIONS PIERRE DE TAILLAC";1;14,5714285714286;"";"";NA;"";""
"7169";7169;7169;7169;7169;53067522200034;"LOGISITIQUE FRANCE";1;25,1428571428571;"";"";NA;"";""
"7170";7170;7170;7170;7170;53072124000014;"RASED CINCONSCRIPTION MONTPELLIER OUEST";1;20,8571428571429;"";"";NA;"";""
"7171";7171;7171;7171;7171;53074108100026;"ESPERANCE 34";1;2,57142857142857;"";"";NA;"";""
"7172";7172;7172;7172;7172;53080513400034;"ASSOCIATION SHANTIDAS";1;79,2857142857143;"";"";NA;"";""
"7173";7173;7173;7173;7173;53081279100040;"ASSOCIATION ATMOSPHERES 21";1;21,7142857142857;"";"";NA;"";""
"7174";7174;7174;7174;7174;53083108000011;"NACARAT";1;7,42857142857143;"";"";NA;"";""
"7175";7175;7175;7175;7175;53083357300013;"D&D SERVICES CO - LES CARRASSES";1;13,1428571428571;"";"";NA;"";""
"7176";7176;7176;7176;7176;53089118300010;"CHEZ LE COQ";1;5,85714285714286;"";"";NA;"";""
"7177";7177;7177;7177;7177;53092083400021;"SO'LIFES";1;15,5714285714286;"";"";NA;"";""
"7178";7178;7178;7178;7178;53092083400039;"SO'LIFES";1;2,57142857142857;"";"";NA;"";""
"7179";7179;7179;7179;7179;53104184600019;"MISSION ETUDIANTE DE MONTPELLIER";1;7,14285714285714;"";"";NA;"";""
"7180";7180;7180;7180;7180;53127667300013;"TEMPERE CONSTRUCTION";1;22,5714285714286;"";"";NA;"";""
"7181";7181;7181;7181;7181;53129162300043;"COM'OVER";1;25,8571428571429;"";"";NA;"";""
"7182";7182;7182;7182;7182;53132416800016;"IPC PIPING";1;28,4285714285714;"";"";NA;"";""
"7183";7183;7183;7183;7183;53135728300013;"AXIS AND SEARCH";1;20,2857142857143;"";"";NA;"";""
"7184";7184;7184;7184;7184;53137265400016;"FRANCE CLUSTERS";1;26;"";"";NA;"";""
"7185";7185;7185;7185;7185;53140258400027;"ASSOCIATION MONSTART";1;4,42857142857143;"";"";NA;"";""
"7186";7186;7186;7186;7186;53156221300011;"PGI CONSULT";1;17,4285714285714;"";"";NA;"";""
"7187";7187;7187;7187;7187;53162133200026;"CHEMINS D'OCEANS";1;8,42857142857143;"";"";NA;"";""
"7188";7188;7188;7188;7188;53162174600019;"DUMESNY";1;36,1428571428571;"";"";NA;"";""
"7189";7189;7189;7189;7189;53165103200017;"EHPAD KORIAN LA COLOMBE";1;17,5714285714286;"";"";NA;"";""
"7190";7190;7190;7190;7190;53173670000034;"MAGENCY DIGITAL";1;22,2857142857143;"";"";NA;"";""
"7191";7191;7191;7191;7191;53182369800109;"RESIDENCE SERVICES SENIORS";1;8,28571428571429;"";"";NA;"";""
"7192";7192;7192;7192;7192;53187966600018;"CORIDYS VAR";1;0,571428571428571;"";"";NA;"";""
"7193";7193;7193;7193;7193;53195723100016;"CALLIDOR";1;6,28571428571429;"";"";NA;"";""
"7194";7194;7194;7194;7194;53206553900027;"COMITE D'AGREMENT DU SOL VIOLETTE";1;26,1428571428571;"";"";NA;"";""
"7195";7195;7195;7195;7195;53210965900013;"VANTAGE";1;3,57142857142857;"";"";NA;"";""
"7196";7196;7196;7196;7196;53212624000029;"E-CONCEPTION";1;4,28571428571429;"";"";NA;"";""
"7197";7197;7197;7197;7197;53217712800016;"ADMINISTRATION PUBLIQUE";1;26;"";"";NA;"";""
"7198";7198;7198;7198;7198;53223342600016;"STYL METAL";1;3,57142857142857;"";"";NA;"";""
"7199";7199;7199;7199;7199;53230968900018;"BTM CONSULTANTS";1;41,5714285714286;"";"";NA;"";""
"7200";7200;7200;7200;7200;53232041300018;"DOCLAND YARD";1;21,2857142857143;"";"";NA;"";""
"7201";7201;7201;7201;7201;53247301400019;"GALERIE GOURVENNEC OGOR";1;0,857142857142857;"";"";NA;"";""
"7202";7202;7202;7202;7202;53253023500029;"BLCI";1;4,14285714285714;"";"";NA;"";""
"7203";7203;7203;7203;7203;53263918400011;"ETS TARBOURIECH";1;8,14285714285714;"";"";NA;"";""
"7204";7204;7204;7204;7204;53270585200020;"BONJOUR SHANGHAI";1;17,4285714285714;"";"";NA;"";""
"7205";7205;7205;7205;7205;53287378300015;"AXEO SERVICE";1;2,57142857142857;"";"";NA;"";""
"7206";7206;7206;7206;7206;53289452400026;"PROSPECTION & PROSPECTION";1;20,5714285714286;"";"";NA;"";""
"7207";7207;7207;7207;7207;53295679400038;"BANGUMI";1;4;"";"";NA;"";""
"7208";7208;7208;7208;7208;53300098000011;"CALMA";1;18,8571428571429;"";"";NA;"";""
"7209";7209;7209;7209;7209;53304794000010;"BIEN VIVRE";1;10,4285714285714;"";"";NA;"";""
"7210";7210;7210;7210;7210;53308260800019;"ENOV FORMATION";1;17,5714285714286;"";"";NA;"";""
"7211";7211;7211;7211;7211;53309351400016;"REACTIV'";1;21,5714285714286;"";"";NA;"";""
"7212";7212;7212;7212;7212;53312554800032;"SOLS ET GOUDRONNAGE DE FRANCE";1;19,1428571428571;"";"";NA;"";""
"7213";7213;7213;7213;7213;53320330300029;"LE PANIER D'AIME";1;8,57142857142857;"";"";NA;"";""
"7214";7214;7214;7214;7214;53326136800013;"AT RP";1;2;"";"";NA;"";""
"7215";7215;7215;7215;7215;53327877600026;"AUTO DIFF";1;13,5714285714286;"";"";NA;"";""
"7216";7216;7216;7216;7216;53328321400013;"LE DOMAINE EQUESTRE EQUI-P";1;28,1428571428571;"";"";NA;"";""
"7217";7217;7217;7217;7217;53329783400012;"HAYS IT SERVICES";1;26,2857142857143;"";"";NA;"";""
"7218";7218;7218;7218;7218;53330916700021;"COMPAGNIE PASSERELLES-THEATRE";1;1,57142857142857;"";"";NA;"";""
"7219";7219;7219;7219;7219;53335025200011;"CABINET DE FREDERIQUE GIRARD";1;17,4285714285714;"";"";NA;"";""
"7220";7220;7220;7220;7220;53335376900011;"CROC LA VIE";1;3,14285714285714;"";"";NA;"";""
"7221";7221;7221;7221;7221;53335940200013;"KATORZE";1;6,42857142857143;"";"";NA;"";""
"7222";7222;7222;7222;7222;53343154000012;"CFRT- LE JOUR DU SEIGNEUR";1;9,28571428571429;"";"";NA;"";""
"7223";7223;7223;7223;7223;53344548200029;"POLE SANITAIRE CERDAN";1;30,2857142857143;"";"";NA;"";""
"7224";7224;7224;7224;7224;53347594300023;"ASSOCIATION DECLARE";1;5,28571428571429;"";"";NA;"";""
"7225";7225;7225;7225;7225;53353557100038;"PISTORELLO SOPHIE";1;6;"";"";NA;"";""
"7226";7226;7226;7226;7226;53361448300014;"ARTEMISIA";1;25,5714285714286;"";"";NA;"";""
"7227";7227;7227;7227;7227;53364126200068;"REVES DE MER - LE JARDIN COLONIAL";1;16,8571428571429;"";"";NA;"";""
"7228";7228;7228;7228;7228;53375507000018;"WEDOM SERVICES";1;35,5714285714286;"";"";NA;"";""
"7229";7229;7229;7229;7229;53381534600010;"FANTASTICO";1;1,57142857142857;"";"";NA;"";""
"7230";7230;7230;7230;7230;53383904900020;"MOJO COMM'";1;3,57142857142857;"";"";NA;"";""
"7231";7231;7231;7231;7231;53386698400016;"VAD CONSULTING";1;6,57142857142857;"";"";NA;"";""
"7232";7232;7232;7232;7232;53391277000013;"SPOTPINK";1;7,57142857142857;"";"";NA;"";""
"7233";7233;7233;7233;7233;53396421900018;"WELLCOM";1;27,4285714285714;"";"";NA;"";""
"7234";7234;7234;7234;7234;53396613100047;"ENEKIO";1;5,57142857142857;"";"";NA;"";""
"7235";7235;7235;7235;7235;53397870600018;"CABINET LIBERAL";1;34;"";"";NA;"";""
"7236";7236;7236;7236;7236;53399281400012;"GO34";1;5,57142857142857;"";"";NA;"";""
"7237";7237;7237;7237;7237;53399405900012;"PALAIS DE TOKYO";1;26,1428571428571;"";"";NA;"";""
"7238";7238;7238;7238;7238;53400192000014;"SARL FL2P";1;3,71428571428571;"";"";NA;"";""
"7239";7239;7239;7239;7239;53407479400023;"ACTINNOVE";1;7,85714285714286;"";"";NA;"";""
"7240";7240;7240;7240;7240;53411582900036;"HEADOO";1;7,57142857142857;"";"";NA;"";""
"7241";7241;7241;7241;7241;53412432600016;"SARL LE HENAFF SERVICES";1;7,57142857142857;"";"";NA;"";""
"7242";7242;7242;7242;7242;53413787200022;"IMAGYGAME";1;7,71428571428571;"";"";NA;"";""
"7243";7243;7243;7243;7243;53417497400012;"LIBRAIRIE ARCANES";1;0,571428571428571;"";"";NA;"";""
"7244";7244;7244;7244;7244;53422428200010;"CAISSE D ALLOCATION FAMILIAL ARDECHE";1;0,428571428571429;"";"";NA;"";""
"7245";7245;7245;7245;7245;53427522700039;"ASSOCIATION ESPIRALH";1;13;"";"";NA;"";""
"7246";7246;7246;7246;7246;53429491300015;"CHOMEL CHOMEL-BONNAY CELIA";1;37,7142857142857;"";"";NA;"";""
"7247";7247;7247;7247;7247;53429854200026;"SAINT JEAN ENVIRONNEMENT";1;12,8571428571429;"";"";NA;"";""
"7248";7248;7248;7248;7248;53432499100023;"BERTRAND BILLIERES";1;6,57142857142857;"";"";NA;"";""
"7249";7249;7249;7249;7249;53433333100021;"DOMAPART";1;26,2857142857143;"";"";NA;"";""
"7250";7250;7250;7250;7250;53434368600042;"SOCIETE FRANCE ECO AVENIR-ENEVIE";1;7;"";"";NA;"";""
"7251";7251;7251;7251;7251;53437507600013;"PHARE OUEST";1;7,28571428571429;"";"";NA;"";""
"7252";7252;7252;7252;7252;53446261900014;"ASSOCIATION CULTIVONS L'AVENIR DU PITHIVERAIS";1;16,5714285714286;"";"";NA;"";""
"7253";7253;7253;7253;7253;53458470100039;"SOLAR GAMES";1;25,5714285714286;"";"";NA;"";""
"7254";7254;7254;7254;7254;53458718300011;"STEPHYCOM";1;3,57142857142857;"";"";NA;"";""
"7255";7255;7255;7255;7255;53469484900017;"GALERIE ANNIE GABRIELLI";1;8,71428571428571;"";"";NA;"";""
"7256";7256;7256;7256;7256;53470477000054;"SSP PARIS";1;20,5714285714286;"";"";NA;"";""
"7257";7257;7257;7257;7257;53471230200015;"SONGCHA DIFFUSION";1;26;"";"";NA;"";""
"7258";7258;7258;7258;7258;53471266600021;"CAP PERFORANCE";1;13;"";"";NA;"";""
"7259";7259;7259;7259;7259;53477026800017;"ALLIANCE FORETS BOIS";1;20,5714285714286;"";"";NA;"";""
"7260";7260;7260;7260;7260;53480156800047;"J'AIME BIEN L'IDEE";1;4,42857142857143;"";"";NA;"";""
"7261";7261;7261;7261;7261;53484052500024;"MOT'SON";1;5,57142857142857;"";"";NA;"";""
"7262";7262;7262;7262;7262;53486766800012;"ASSOCIATION JEUX D'ENFANTS";1;7,57142857142857;"";"";NA;"";""
"7263";7263;7263;7263;7263;53493480700015;"ADEME DEVELOPPEMENT";1;19,5714285714286;"";"";NA;"";""
"7264";7264;7264;7264;7264;53495133000024;"OCEANE CONSULTING NORD";1;11,2857142857143;"";"";NA;"";""
"7265";7265;7265;7265;7265;53497999200037;"BEENOME";1;7,57142857142857;"";"";NA;"";""
"7266";7266;7266;7266;7266;53498704500034;"CABINET D'ERGOTHERAPIE";1;0,428571428571429;"";"";NA;"";""
"7267";7267;7267;7267;7267;53504122200022;"ADAPTIVE CHANNEL";1;25,1428571428571;"";"";NA;"";""
"7268";7268;7268;7268;7268;53506750800015;"PJS VAUCLUSE";1;8,57142857142857;"";"";NA;"";""
"7269";7269;7269;7269;7269;53511470600026;"SARL GROUPE ID - EDITIONS LEGIMEDIA";1;6,28571428571429;"";"";NA;"";""
"7270";7270;7270;7270;7270;53512438200032;"ENOVA SANTE";1;26;"";"";NA;"";""
"7271";7271;7271;7271;7271;53515443900025;"TBNTB";1;32,8571428571429;"";"";NA;"";""
"7272";7272;7272;7272;7272;53524767000024;"DAVID GIROIRE COMMUNICATION";1;3,57142857142857;"";"";NA;"";""
"7273";7273;7273;7273;7273;53525849500022;"LOBBY-PRIVE.COM";1;21,8571428571429;"";"";NA;"";""
"7274";7274;7274;7274;7274;53532382800017;"LANGEVIN WALLON";1;0,571428571428571;"";"";NA;"";""
"7275";7275;7275;7275;7275;53533832100024;"ASSOCIATION SPONTANE";1;1,14285714285714;"";"";NA;"";""
"7276";7276;7276;7276;7276;53540633400024;"L'AGE DE FAIRE LE JOURNAL";1;3,57142857142857;"";"";NA;"";""
"7277";7277;7277;7277;7277;53744897900030;"FASTMAG GROUP";1;25,8571428571429;"";"";NA;"";""
"7278";7278;7278;7278;7278;53745154400010;"MAC MAINTENANCE";1;8,57142857142857;"";"";NA;"";""
"7279";7279;7279;7279;7279;53746008100012;"MJPMI PAULINE HUC";1;2,57142857142857;"";"";NA;"";""
"7280";7280;7280;7280;7280;53746452100039;"EXCAMBIA (PRETACHANGER)";1;6,57142857142857;"";"";NA;"";""
"7281";7281;7281;7281;7281;53749458500020;"MCCAW";1;5,57142857142857;"";"";NA;"";""
"7282";7282;7282;7282;7282;53755712600019;"SOCIETE DE SECURITE ET DE SURETE 3S FERGO";1;5,42857142857143;"";"";NA;"";""
"7283";7283;7283;7283;7283;53758927700012;"PESCAFILMS";1;0,571428571428571;"";"";NA;"";""
"7284";7284;7284;7284;7284;53760598200017;"IS THIS ART";1;21,7142857142857;"";"";NA;"";""
"7285";7285;7285;7285;7285;53761770600024;"HOTEL CHAMPIGNY SUR MARNE";1;0,571428571428571;"";"";NA;"";""
"7286";7286;7286;7286;7286;53767915100010;"ARTECHANGES";1;7;"";"";NA;"";""
"7287";7287;7287;7287;7287;53775639700049;"FRITSCHY MARINE";1;2,85714285714286;"";"";NA;"";""
